result_page_item_position_index	result_page_number	search_term	url	description	from_price	to_price	fulfillment	availability	rating	duplicate_indicator
28	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Athletic Brewing Company - Craft Non-Alcoholic Beer - Run Wild Session IPA and Cerveza Atletica Light Copper Lager Mixed Case, Low-Calorie, Award Winning, 12 fl oz, Pack of 24"	$53.98	$53.98	Sold & shipped by Athletic Brewing Company Free delivery		0	N
29	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	Fentimans Ginger Beer 275ml (Pack of 8)	$40.75	$40.75	Sold & shipped by Epicure Company Free delivery		0	N
30	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	El Dorado Pellet Hops Home Beer brewing ingredients 2oz pk homebrew	$4.50	$4.50	Sold & shipped by Home Brew Stuff Inc Free delivery		5	N
31	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Pacifico Clara Mexican Lager Beer, 24 fl oz Can, 4.4% ABV"				In-store purchase only	5	N
32	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Beck's Non-Alcoholic - 6 PK, 12.0 FL OZ"				In-store purchase only	5	N
33	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	Simposh Lemon & Lime Wedge Slicer Cutter to Garnish Food Drink Corona Beer Tea Cocktails Oysters and More | Enjoy Slices of Lemon and Lime Wedges in Seconds	$10.99	$10.99	Sold & shipped by Simposh		0	N
34	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Miller Lite Lager Beer, Light Beer, Beer 6 Pack, 8 FL OZ Cans, 4.2% ABV"				Out of stock	0	N
35	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Bud Light Lime Beer, 24 Pack Beer, 12 FL OZ Cans"				Out of stock	0	N
36	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Kokanee Glacier Beer, 6 Pack 16 fl. oz. Cans"				Out of stock	0	N
37	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Michelob Golden Light Draft Beer, 18 Pack 12 fl. oz. Cans"				Out of stock	0	N
38	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Grolsch Swingtop Pilsner Beer, 4 Pack Beer, 16 fl. oz. Bottles, 5% ABV"				Out of stock	5	N
39	7	beer	https://www.walmart.com/search/?cat_id=0&page=7&ps=40&query=beer	"Natty Daddy Beer, 4 Pack 16 fl. oz. Cans, 8% ABV"				Out of stock	0	N
0	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Athletic Brewing Company - Craft Non-Alcoholic Beer - Cerveza Atletica Light Copper Lager, Low-Calorie, Award Winning, 12 fl oz Cans, Pack of 12"	$27.99	$27.99	Sold & shipped by Athletic Brewing Company Free delivery		5	N
1	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Lagunitas Little Sumpin Sumpin Ale 6 Pack, 12 fl oz Cans"				In-store purchase only	0	N
2	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	New Belgium Voodooranger Hoppypack12/12c				In-store purchase only	0	N
3	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Point 5 Non Alcoholic Beer 12-Pack (12, 12-oz Bottles)"	$31.00	$31.00	Sold & shipped by Point 5 Brewing Free delivery		5	N
4	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Lagunitas Day Time IPA, 12.0 OZ"				In-store purchase only	0	N
5	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Beer line Cleaning Kit with 4 oz Cleaning Solution	$37.95	$37.95	Sold & shipped by Draft Warehouse Free delivery		0	N
6	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Vintage 1940 Etched 16oz Pint Beer Soda Glass - 80th Birthday Aged to Perfection - 80 years old gifts	$15.99	$15.99	"Sold & shipped by Poseidon Brands, LLC Free delivery"		0	N
7	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Bud Light Platinum Seltzer Variety Pack, Hard Seltzer, Gluten Free, 6 Pack, 12 FL OZ Slim Cans, 8% ABV"				In-store purchase only	0	N
8	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Cock n Bull Apple Ginger Beer | 100% Natural Apple and Ginger Flavors | Perfect for Moscow Mules, Dark and Stormy Cocktails and Hot Toddys | Non-alcoholic Beer"	$28.99	$28.99	Sold & shipped by Around the Clock Gifts Free delivery		0	N
9	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Munich Oktoberfest Beer Wagon Lidded .75L Beer Stein	$62.39	$62.39	Sold & shipped by Essence of Europe Gifts		0	N
10	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	New Belgium Voodoo Ranger Rotating IPA Series 6PK 12oz Cans				In-store purchase only	0	N
11	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Firestone 805 Lager, 6 pack, 12 fl oz"				In-store purchase only	0	N
12	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Draft Beer Tower - Brass - 3"" Column - 1 Faucet beer towers KegWorks"	$114.99	$114.99	Sold & shipped by KegWorks		0	N
13	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Rogue Dead Guy Ale, 6 pack, 12 fl oz cans"				In-store purchase only	0	N
14	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Mile High American Pale Ale, Beer Making Ingredient Extract Kit"	$36.96	$36.96	Sold & shipped by Jasper's Homebrew Supply Co Free delivery		0	N
15	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Ball Lock Homebrew Cornelius Keg - 2.5 Gallon - Single Handle - New Kitchen & Dining & Home Brewing & Wine Making & Beer Brewing & Kegs & Kegging All Safe	$94.99	$94.99	Sold & shipped by KegWorks		0	N
16	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Dunkelweizen Brewers Best Classic Beer Making Kit	$58.49	$58.49	Sold & shipped by The Homebrew Shop Free delivery		0	N
17	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	CROOK & MARKER PARTY PACK RED VARIETY 8/11.5oz CANS				In-store purchase only	5	N
18	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Stone IPA, 6 pack, 12 fl oz"				In-store purchase only	0	N
19	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Tecate Light Mexican Beer, 3 pack, 24 fl oz cans"				In-store purchase only	0	N
20	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Dogfish Head 90 Min Imperial Ipa 6/12 B				In-store purchase only	0	N
21	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Natural Light Naturdays Light Beer, 12 Pack Beer, 12 FL OZ Cans, 4.2% ABV"				In-store purchase only	4.5	N
22	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	FermCap S - Homebrew Beer Anti-Foam Inhibitor - 1oz Size	$6.49	$6.49	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
23	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	GERMAN HEFEWEIZEN Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$35.24	$35.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
24	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	New Belgium Voodoo Ranger Juicy Haze IPA 6Pk 12oz Cans				In-store purchase only	0	N
25	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Centennial Pellet Hops Home Beer brewing ingredients 1oz pk homebrew	$4.49	$4.49	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
26	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Austin Homebrew Clone Recipe Lone Star Beer (1B) - ALL GRAIN	$37.44	$37.44	Sold & shipped by The Homebrew Shop Free delivery		0	N
27	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Stone Delicious IPA 6 Pack, 12oz Cans"				In-store purchase only	0	N
28	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Fymall S-Shape Air Lock Twin Bubble Grommet Beer Fermentation Homebrew	$6.49	$6.49	Sold & shipped by Fymall Free delivery		0	N
29	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Beer Bottle Vest, Mini Tactic Military Vest for Sofa Beer Bottle Can Beverage Decoration Cover, Beverage Vest"	$8.69	$8.69	Sold & shipped by Joybuy Express Free delivery		0	N
30	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	ABC Beer Kit Pale Ale	$37.00	$37.00	Sold & shipped by ABC Crafted Series Free delivery		0	N
31	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Bud Ice Lager, 25 fl. oz. Can, 5.5% ABV"				In-store purchase only	0	N
32	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Budweiser Nitro Reserve Gold Lager, 6 Pack 12 fl. oz. Cans"				In-store purchase only	0	N
33	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Studio Mercantile Chilling Beer Pints	$23.92	$23.92	Sold & shipped by The Season Free delivery		0	N
34	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Amarillo Pellet Hops Home Beer brewing ingredients 1oz pk homebrew	$4.49	$4.49	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
35	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Belgian Saison Brewers Best Classic Beer Making Kit	$39.95	$39.95	Sold & shipped by Hobby Homebrew Free delivery		0	N
36	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	Lagunitas Ipa 12/12c				In-store purchase only	0	N
37	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"ZiegenBock Texas Amber Beer, 6 Pack 12 fl. oz. Cans, 4.9% ABV"				Out of stock	0	N
38	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Shiner Ruby Redbird Beer 12 pack, 12 fl oz"				Out of stock	0	N
39	8	beer	https://www.walmart.com/search/?cat_id=0&page=8&ps=40&query=beer	"Modelo Especial Mexican Lager Beer, 24 fl oz Bottle, 4.4% ABV"				Out of stock	0	Y
0	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Athletic Brewing Company - Craft Non-Alcoholic Beer - All Out Stout and Run Wild IPA, Low-Calorie, Award Winning, 12 fl oz, Pack of 12"	$27.99	$27.99	Sold & shipped by Athletic Brewing Company Free delivery		0	N
1	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	BAWLS Root Beer 10oz 24 pack	$39.02	$39.02	Pro sellerSold & shipped by shopGourmet.com Free delivery		0	N
2	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	AMERICAN CREAM Pre-Prohibition Lager Extract Beer Brewing recipe Homebrew kit	$35.99	$35.99	Sold & shipped by Home Brew Stuff Inc Free delivery		5	N
3	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"CRYSTALIA Craft Beer Glasses Set of 6, Belgian Style Stemmed Tulip Classics, IPA Beer Tasting Glassware,13 1/2 oz"	$24.99	$24.99	Sold & shipped by Canopus Group Free delivery		0	N
4	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Homebrew Root Beer	$11.41	$11.41	Sold & shipped by Hobby Homebrew Free delivery		0	N
5	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Beer Bottle Beverage Opener 6.5"" Beer Design Carta Blanca Corona Extra Indio Cerveza Wooden Handmade Made in Mexico Bar Tool (Indio)"	$9.99	$9.99	Sold & shipped by My Exports Worldwide Free delivery		0	N
6	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	10 LB BRIESS SPARKLING AMBER DRY MALT EXTRACT DME Homebrew Home Brewing Beer	$39.99	$39.99	Sold & shipped by Home Brew Stuff Inc		0	N
7	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Deschutes Brewery Fresh Squeezed IPA,, 6 pack, 12 fl oz"				In-store purchase only	0	N
8	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Mini Vest Shape Nylon Adjustable Detachable DIY Drinks Water Bottles Decoration KTV Bar Ornament Beer Bottle Cover	$9.49	$9.49	Sold & shipped by Joybuy Express Free delivery		0	N
9	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	OATMEAL STOUT ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$38.24	$38.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
10	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Anchor Steam Beer, 6 pack, 12 fl oz"				In-store purchase only	0	N
11	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	CITRA IPA Extract Beer Recipe Homebrew kit Malt hops and grain ingredients	$42.24	$42.24	Sold & shipped by Home Brew Stuff Inc Free delivery		5	N
12	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Sierra Nevada Torpedo Extra IPA, 6 pack, 12 fl oz"				In-store purchase only	5	N
13	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Economy Beer Line Cleaning Kit - 4oz Liquid	$43.95	$43.95	Sold & shipped by KegWorks		0	N
14	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Hurricane High Gravity Malt Liquor, 25 fl. oz. Can, 8.1% ABV"				In-store purchase only	4	N
15	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	12 oz Beer Bottles- AMBER- Case of 24	$22.00	$22.00	Sold & shipped by Home Brew Ohio Free delivery		5	N
16	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"St. Pauli Girl NA Pilsner, 6 Pack 12 fl. oz. Bottles, 4.9% ABV"				In-store purchase only	0	N
17	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Firestone Mind Haze 6/12c				In-store purchase only	0	N
18	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Spring Loaded Beer Bottle Filler	$11.64	$11.64	Sold & shipped by Hawks Online Free delivery		0	N
19	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	THE AMERICAN CREAM Extract Beer Brewing recipe Homebrew kit Pre-Prohibition Ale	$35.24	$35.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
20	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Natural Brew Draft Root Beer, 12 Fl. Oz., 4 Count"	$43.72	$43.72	Sold & shipped by All Goods Distributors Free delivery		0	N
21	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Cascade Pellet Hops Home Beer brewing ingredients 1oz pk homebrew	$4.49	$4.49	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
22	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Firestone Walker Select, 12 pack, 12 fl oz"				In-store purchase only	0	N
23	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	American Pale Ale Brewers Best Classic Beer Making Kit	$39.95	$39.95	Sold & shipped by Hobby Homebrew Free delivery		0	N
24	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Pacific Jade (NZ) PELLET HOPS Home Beer brewing ingredients 1oz PK homebrew	$5.79	$5.79	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
25	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Lagunitas Sumpin' Easy 12/12 C				In-store purchase only	0	N
26	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"TRULY Hard Seltzer Lime, 6pk, 12oz beer white cans, Gluten Free, Light"				In-store purchase only	0	N
27	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Kona Brewing Co. Big Wave Golden Ale, 12 Pack 12 fl. oz. Bottles, 4.4% ABV"				In-store purchase only	5	N
28	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Stone Neverending Haze IPA 6 Pack, 12 fl oz Cans"				In-store purchase only	0	N
29	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	FLAKED OATS Adjunct Homebrew Beer Creamy Texture Full-Body Flavor Buy per Pound	$1.99	$1.99	Sold & shipped by Home Brew Stuff Inc		0	N
30	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Vintage 2001 Etched 16oz Pint Beer Soda Glass - 19th Birthday Aged to Perfection - 19 Years Old Gifts	$15.99	$15.99	"Sold & shipped by Poseidon Brands, LLC Free delivery"		0	N
31	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Deschutes Variety Pack. 12 pack, 12 fl oz"				In-store purchase only	0	N
32	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	KLONDIKE (ALASKAN) AMBER ALE Homebrew Beer Recipe Extract Ingredients Kit	$36.19	$36.19	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
33	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Tuscom Rubber Wood Handle Stainless Steel Beer Bottle OpenerSoda Bottle Screwdriver	$7.96	$7.96	Sold & shipped by Joybuy Free delivery		0	Y
34	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	Belching Bvr Deftones Phantm Bride 6/16c				In-store purchase only	0	N
35	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Modelo Especial Mexican Lager Beer, 24 fl oz Bottle, 4.4% ABV"				Out of stock	0	Y
36	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Shock Top Lemon Shandy Beer, 15 Pack 12 fl. oz. Cans, 4.2% ABV"				Out of stock	5	N
37	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Sierra Nevada Pale Ale, 24 pack, 12 fl oz"				Out of stock	5	N
38	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"Busch Ice Beer, 18 Pack 12 fl. oz. Cans, 5.9% ABV"				Out of stock	0	N
39	9	beer	https://www.walmart.com/search/?cat_id=0&page=9&ps=40&query=beer	"SpikedSeltzer Cape Cod Cranberry Beer, 6 Pack 12 fl. oz. Cans"				Out of stock	0	N
0	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Fentimans - Rose Lemonade - 275ml (Case of 12)	$52.96	$52.96	Sold & shipped by Epicure Company Free delivery		0	N
1	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Oktoberfest Beer Bottle Stein Lid	$10.34	$10.34	Sold & shipped by Essence of Europe Gifts		0	N
2	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	1 LB BRIESS BAVARIAN WHEAT DRY MALT EXTRACT DME Homebrew Home Brewing Beer	$9.99	$9.99	Sold & shipped by Home Brew Stuff Inc		0	N
3	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Sierra Nevada Summerfest Crisp Lager, 12 pack, 12 fl oz"				In-store purchase only	0	N
4	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Stone Beer Stone Buenaveza 12/12b				In-store purchase only	0	N
5	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Estrella Jalisco Mix Chelada Pack Mexican Beer, 15 Pack Beer, 12 FL OZ Cans"				In-store purchase only	3.5	N
6	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Stone Fear Movie Lions Double IPA 6 Pack, 16 oz Cans"				In-store purchase only	0	N
7	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Saint Archer Hazy Ipa 6/12 C				In-store purchase only	0	N
8	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Drakes Dennogginizer Imperial Ipa 6/12b				In-store purchase only	0	N
9	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Kona Brewing Co. Light Blonde Ale, 6 Pack 12 fl. oz. Bottles, 4.2% ABV"				In-store purchase only	0	N
10	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Stoneware Beer Stein German Gift For Oma	$16.84	$16.84	Sold & shipped by Essence of Europe Gifts		0	N
11	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Twang Beer Salt, Lemon Lime, 1.4oz Bottles, 3-pack"	$7.14	$7.14	Sold & shipped by SCS Direct Inc		0	N
12	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Continental Pilsner Brewers Best Classic Beer Making Kit	$38.95	$38.95	Sold & shipped by Hobby Homebrew Free delivery		0	N
13	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Perle (US) PELLET HOPS Home Beer brewing ingredients 1oz PK homebrew	$5.49	$5.49	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
14	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Brooklyn Beer Belching Beaver Peanut Butter 6/12 C				In-store purchase only	0	N
15	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"21st Amendment Brew Free Or Die IPA, 6 pack, 12 fl oz cans"				In-store purchase only	0	N
16	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Kathmandu to Timbuktu Banana Cream Ale, Beer Making Ingredient Extract Kit"	$78.00	$78.00	Sold & shipped by Jericho and Co. Free delivery		0	N
17	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Thunder Cookie Gingerbread Stout, Beer Making Ingredient Extract Kit"	$85.00	$85.00	Sold & shipped by Jericho and Co. Free delivery		0	N
18	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Sapporo Draft,, 6 pack, 12 fl oz"				In-store purchase only	5	N
19	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Monster Brew Home Brewing Supp Amber Beer Bottles (24 Pack), 12 oz"	$34.75	$34.75	Sold & shipped by AZ  World Free delivery		0	N
20	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Dogfish Head 60 Min IPA, 6 pack, 12 fl oz"				In-store purchase only	0	N
21	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Modern Times Seasonal 4/16c				In-store purchase only	0	N
22	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Great Stuff Big Gap Filler - 12 oz Cans - Full Case (12 cans)	$27.47	$78.99	Sold & shipped by Supply the Home Free delivery		5	N
23	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Q Drinks Cocktail Mixer, Ginger Beer, 16.9 Fl Oz, 1 Bottle"	$39.99	$39.99	Sold & shipped by The Ali's Cavern Free delivery		0	N
24	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Lagunitas Super Cluster 6/12c				In-store purchase only	0	N
25	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Hop Valley Bubble Stash Ipa 6/12c				In-store purchase only	0	N
26	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Lagunitas Seasonal Ale, 6 pack, 12 fl oz"				In-store purchase only	0	N
27	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Microbreweries Deschutes Handup Ipa 6/12b				In-store purchase only	0	N
28	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Cheers & Beers 8 x 4 Beer Tasting Score Sheet	$3.87	$3.87	Pro sellerSold & shipped by KT Supply LLC		0	N
29	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Microbreweries Breaking Bud Ipa 4/16 C				In-store purchase only	0	N
30	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Ironbeer Six Pack 12 Oz Cans Non Alcoholic	$16.99	$16.99	Sold & shipped by CubanFoodMarket Free delivery		1	N
31	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Tiger Lager, 4 pack, 16 fl oz cans"				In-store purchase only	4	N
32	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	Malta Hatuey Brand Six Pack 7 oz bottles	$17.98	$17.98	Sold & shipped by CubanFoodMarket Free delivery		0	N
33	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	BEER NUT STAINLESS STEEL TAIL PIECE GASKET KIT KEGERATOR DRAFT BEER SHANK	$4.55	$4.55	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
34	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Swill American Radler Beer, 12 pack, 12 fl oz bottles"				Out of stock	0	N
35	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Schlafly Sampler Pack, 12 pack, 12 fl oz bottles"				Out of stock	0	N
36	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Kalik Gold Beer, 6 pack, 12 fl oz bottles"				Out of stock	0	N
37	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Samuel Adams The Beers of Summer Variety Pack, 12 pack, 12 fl oz"				Out of stock	0	N
38	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Dad's Old Fashioned Caffeine-Free Root Beer, 1 L"				Out of stock	0	N
39	10	beer	https://www.walmart.com/search/?cat_id=0&page=10&ps=40&query=beer	"Leinenkugel's Summer Shandy Beer, Beer 24 Pack, 12 FL OZ Bottles, 4.2% ABV"				Out of stock	4	N
0	11	beer	https://www.walmart.com/search/?cat_id=0&page=11&ps=40&query=beer	"Reeds Original Brew, Ginger Brew Stronger, 12 Fl Oz (Innerpack of 4)"	$23.78	$23.78	Sold & shipped by Bayside beverage Online Free delivery		0	N
1	11	beer	https://www.walmart.com/search/?cat_id=0&page=11&ps=40&query=beer	"Schofferhofer Grapefruit Hefeweizen-Mix, 6 pack, 11 fl oz"				In-store purchase only	0	N
2	11	beer	https://www.walmart.com/search/?cat_id=0&page=11&ps=40&query=beer	Pabst Blue Ribbon Singles 24 fl oz Single Can				In-store purchase only	0	N
3	11	beer	https://www.walmart.com/search/?cat_id=0&page=11&ps=40&query=beer	"Belvoir Belvoir Fruit Farms  Ginger Beer, 25.4 oz"	$117.53	$117.53	Sold & shipped by evoxMarket Free delivery		0	N
4	11	beer	https://www.walmart.com/search/?cat_id=0&page=11&ps=40&query=beer	Blue Moon 40233 Blue Moon Beer Can Insulator	$4.69	$4.69	Sold & shipped by MainMerch Inc.		0	N
